method,pct_missing,frac_missing_requested,missingness_actual,replicate,mask_seed,n_pairs_total,n_missing,n_observed,imputed_variables,optimized_variables,success,success_numerical,success_valid_matrix,status,reason,error_message,masked_file,completed_file,run_log_file,s_top,initial_known_graph_components,joins_performed,n_pair_selection_failures,last_active_clusters,tree_edges_final,runtime_seconds,Delta_total_completed,Delta_normalized_completed,Delta_per_triangle_completed,Delta_relative_to_original,Delta_original,Delta_normalized_original,RMSE_miss,MAE_miss,Pearson_miss,Spearman_miss,max_abs_error_observed,mean_abs_error_observed,epochs_used,convergence_epoch,njstar_config_json
NJstar-STRICT,50,0.5,0.49523809523809526,5,59,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep05_seed59.csv,NJstar_STRICT_completed_p50_rep05_seed59.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep05_seed59.log,15,1,13,0,2,27,0.007433406004565768,3141592600159.8022,0.15283883775237814,6904599121.230334,53680454297.48738,58.523957020737264,0.022445654481427994,0.05228984501414366,0.0401722454879749,0.6289478489540388,0.6165798685221547,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,6,60,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep06_seed60.csv,NJstar_STRICT_completed_p50_rep06_seed60.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep06_seed60.log,15,1,13,0,2,27,0.0076328830036800355,531.4229934122554,0.10355376189465641,1.1679626228840778,9.080435098124894,58.523957020737264,0.022445654481427994,0.024250414663154394,0.018841596148967066,0.7974827906855124,0.7367028088448732,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,7,61,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep07_seed61.csv,NJstar_STRICT_completed_p50_rep07_seed61.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep07_seed61.log,15,1,13,0,2,27,0.006891013996209949,59.01588019001254,0.02279999745033726,0.12970523118684074,1.0084055008293606,58.523957020737264,0.022445654481427994,0.010211728891993562,0.003934731511922182,0.9608629998535326,0.9310168189191496,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,8,62,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep08_seed62.csv,NJstar_STRICT_completed_p50_rep08_seed62.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep08_seed62.log,15,1,13,0,2,27,0.009061049000592902,48.87276693484135,0.020014347201062117,0.1074126745820689,0.8350899259515872,58.523957020737264,0.022445654481427994,0.009399532152354107,0.0030730799009407515,0.9670463488206487,0.95304362673952,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,9,63,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep09_seed63.csv,NJstar_STRICT_completed_p50_rep09_seed63.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep09_seed63.log,15,1,13,0,2,27,0.009230037991073914,145.96969986792675,0.04521317512399774,0.3208125271822566,2.4941871209461133,58.523957020737264,0.022445654481427994,0.011158302499317345,0.005342089656240084,0.9605410121566248,0.9445061043285237,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,10,64,105,52,53,52,0,True,True,True,OK,OK,,missing_p50_rep10_seed64.csv,NJstar_STRICT_completed_p50_rep10_seed64.csv,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep10_seed64.log,15,1,13,0,2,27,0.0077024250058457255,84.72595471243338,0.03393422964961379,0.18621088947787556,1.4477140478114245,58.523957020737264,0.022445654481427994,0.02822184701581087,0.01153157192199399,0.7254784656483054,0.6631947408861948,0.0,0.0,13,13,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,11,65,105,52,53,52,0,False,False,False,FAIL,No eligible pair at r=3: need d_xy known and |S_xy|>=3.,RuntimeError('No eligible pair at r=3: need d_xy known and |S_xy|>=3.'),missing_p50_rep11_seed65.csv,,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep11_seed65.log,15,1,12,1,3,-1,0.008115553995594382,,,,,58.523957020737264,0.022445654481427994,,,,,,,-1,-1,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,12,66,105,52,53,52,0,False,False,False,FAIL,No eligible pair at r=3: need d_xy known and |S_xy|>=3.,RuntimeError('No eligible pair at r=3: need d_xy known and |S_xy|>=3.'),missing_p50_rep12_seed66.csv,,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep12_seed66.log,15,1,12,1,3,-1,0.007463700996595435,,,,,58.523957020737264,0.022445654481427994,,,,,,,-1,-1,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,13,67,105,52,53,52,0,False,False,False,FAIL,No eligible pair at r=4: need d_xy known and |S_xy|>=3.,RuntimeError('No eligible pair at r=4: need d_xy known and |S_xy|>=3.'),missing_p50_rep13_seed67.csv,,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep13_seed67.log,15,1,11,1,4,-1,0.007823230989743024,,,,,58.523957020737264,0.022445654481427994,,,,,,,-1,-1,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
NJstar-STRICT,50,0.5,0.49523809523809526,14,68,105,52,53,52,0,False,False,False,FAIL,No eligible pair at r=3: need d_xy known and |S_xy|>=3.,RuntimeError('No eligible pair at r=3: need d_xy known and |S_xy|>=3.'),missing_p50_rep14_seed68.csv,,njstar_strict_outputs/logs/NJstar_STRICT_p50_rep14_seed68.log,15,1,12,1,3,-1,0.0068805690098088235,,,,,58.523957020737264,0.022445654481427994,,,,,,,-1,-1,"{""S_TOP"": 15, ""PRESERVE_OBSERVED"": true}"
