method,pct_missing,replicate,mask_seed,file,path,missingness_actual,n_pairs_total,n_missing,n_observed,optimized_variables,masked_file
Hyb-Adam-UM,85,3,57,HybAdamUM_completed_p85_rep03_seed57.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep03_seed57.csv,0.8476190476190476,105,89,16,89,missing_p85_rep03_seed57.csv
Hyb-Adam-UM,85,4,58,HybAdamUM_completed_p85_rep04_seed58.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep04_seed58.csv,0.8476190476190476,105,89,16,89,missing_p85_rep04_seed58.csv
Hyb-Adam-UM,85,5,59,HybAdamUM_completed_p85_rep05_seed59.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep05_seed59.csv,0.8476190476190476,105,89,16,89,missing_p85_rep05_seed59.csv
Hyb-Adam-UM,85,6,60,HybAdamUM_completed_p85_rep06_seed60.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep06_seed60.csv,0.8476190476190476,105,89,16,89,missing_p85_rep06_seed60.csv
Hyb-Adam-UM,85,7,61,HybAdamUM_completed_p85_rep07_seed61.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep07_seed61.csv,0.8476190476190476,105,89,16,89,missing_p85_rep07_seed61.csv
Hyb-Adam-UM,85,8,62,HybAdamUM_completed_p85_rep08_seed62.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep08_seed62.csv,0.8476190476190476,105,89,16,89,missing_p85_rep08_seed62.csv
Hyb-Adam-UM,85,9,63,HybAdamUM_completed_p85_rep09_seed63.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep09_seed63.csv,0.8476190476190476,105,89,16,89,missing_p85_rep09_seed63.csv
Hyb-Adam-UM,85,10,64,HybAdamUM_completed_p85_rep10_seed64.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep10_seed64.csv,0.8476190476190476,105,89,16,89,missing_p85_rep10_seed64.csv
Hyb-Adam-UM,85,11,65,HybAdamUM_completed_p85_rep11_seed65.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep11_seed65.csv,0.8476190476190476,105,89,16,89,missing_p85_rep11_seed65.csv
Hyb-Adam-UM,85,12,66,HybAdamUM_completed_p85_rep12_seed66.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep12_seed66.csv,0.8476190476190476,105,89,16,89,missing_p85_rep12_seed66.csv
Hyb-Adam-UM,85,13,67,HybAdamUM_completed_p85_rep13_seed67.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep13_seed67.csv,0.8476190476190476,105,89,16,89,missing_p85_rep13_seed67.csv
Hyb-Adam-UM,85,14,68,HybAdamUM_completed_p85_rep14_seed68.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep14_seed68.csv,0.8476190476190476,105,89,16,89,missing_p85_rep14_seed68.csv
Hyb-Adam-UM,85,15,69,HybAdamUM_completed_p85_rep15_seed69.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep15_seed69.csv,0.8476190476190476,105,89,16,89,missing_p85_rep15_seed69.csv
Hyb-Adam-UM,85,16,70,HybAdamUM_completed_p85_rep16_seed70.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep16_seed70.csv,0.8476190476190476,105,89,16,89,missing_p85_rep16_seed70.csv
Hyb-Adam-UM,85,17,71,HybAdamUM_completed_p85_rep17_seed71.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep17_seed71.csv,0.8476190476190476,105,89,16,89,missing_p85_rep17_seed71.csv
Hyb-Adam-UM,85,18,72,HybAdamUM_completed_p85_rep18_seed72.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep18_seed72.csv,0.8476190476190476,105,89,16,89,missing_p85_rep18_seed72.csv
Hyb-Adam-UM,85,19,73,HybAdamUM_completed_p85_rep19_seed73.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep19_seed73.csv,0.8476190476190476,105,89,16,89,missing_p85_rep19_seed73.csv
Hyb-Adam-UM,85,20,74,HybAdamUM_completed_p85_rep20_seed74.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep20_seed74.csv,0.8476190476190476,105,89,16,89,missing_p85_rep20_seed74.csv
Hyb-Adam-UM,85,21,75,HybAdamUM_completed_p85_rep21_seed75.csv,hyb_adam_um_outputs/completed_matrices/HybAdamUM_completed_p85_rep21_seed75.csv,0.8476190476190476,105,89,16,89,missing_p85_rep21_seed75.csv
